sample_id,source_file,true_label,transcript,risk_score,category,traffic_light,predicted_label,correct,whisper_latency_s,llm_latency_s,total_latency_s,matched_patterns,pattern_count,strong_hits,medium_hits,error
sample_020,,scam,"caller: Hello, is this Mr. Johnson? receiver: Yeah, that's me. Who's calling? caller: My name is Officer James from the Social Security Administration. We've been trying to reach you about a serious issue with your social security number. receiver: What kind of issue? caller: It's been suspended due to suspicious activity. I need to verify some information to reactivate it. receiver: Suspended? I didn't receive any notification. Can you tell me more about the suspicious activity? caller: I'm not",8.0,Impersonation,RED,scam,True,0.0,0.00010633468627929688,0.00010633468627929688,social security administration | suspicious activity | suspicious | confirm your,4,,social security administration | suspicious activity | suspicious | confirm your,
sample_021,,scam,"caller: Hello, is this John? receiver: Yeah, that's me. Who's this? caller: My name is Officer Johnson from the Social Security Administration. We've been trying to reach you about a serious issue with your social security number. receiver: What kind of issue? caller: It appears your social security number has been compromised and we need to verify some information to resolve the matter. receiver: Compromised? How did that happen? caller: I'm not at liberty to disclose that information right now",10.0,Impersonation,RED,scam,True,0.0,0.00010609626770019531,0.00010609626770019531,your social security number has been | social security administration | verify your | confirm your | your identity,5,your social security number has been,social security administration | verify your | confirm your | your identity,
sample_022,,scam,"caller: Hello, is this Mr. Johnson? receiver: Yes, that's me. Who's calling? caller: My name is Officer Thompson from the Social Security Administration. receiver: Oh, what can I do for you, Officer Thompson? caller: We've been trying to reach you about a serious issue with your social security number. It's been suspended due to suspicious activity. receiver: Suspended? What kind of suspicious activity? caller: I'm not at liberty to disclose that information over the phone, sir. But I need to ve",6.0,Impersonation,RED,scam,True,0.0,0.00010609626770019531,0.00010609626770019531,social security administration | suspicious activity | suspicious,3,,social security administration | suspicious activity | suspicious,
sample_023,,scam,"caller: Hello, my name is Officer Johnson from the Social Security Administration. We've been trying to reach you about a serious issue with your social security number. receiver: Oh, really? What's going on? caller: Your social security number has been compromised and we need to take immediate action to secure your account. receiver: That sounds serious. Can you tell me more about what happened? caller: Yes, of course. We've received reports of suspicious activity on your account and we need to",10.0,Impersonation,RED,scam,True,0.0,0.00010824203491210938,0.00010824203491210938,your social security number has been | social security administration | suspicious activity | suspicious | confirm your | your identity,6,your social security number has been,social security administration | suspicious activity | suspicious | confirm your | your identity,
sample_024,,scam,"caller: Hello, this is Officer Johnson from the Social Security Administration. We've been trying to reach you about a suspicious activity on your social security number. receiver: Oh, really? What kind of activity? caller: We've had reports of someone using your number to open fraudulent accounts and steal your identity. I need to verify some information to put a hold on your account. receiver: That sounds serious. Can you tell me more about these accounts? What kind of information do you need ",10.0,Impersonation,RED,scam,True,0.0,0.00010466575622558594,0.00010466575622558594,social security administration | suspicious activity | suspicious | fraudulent | confirm your | your identity,6,,social security administration | suspicious activity | suspicious | fraudulent | confirm your | your identity,
sample_025,,scam,"caller: Hello, my name is Officer Johnson from the Social Security Administration. We've been trying to reach you about a serious issue with your social security number.  receiver: Oh, really? What kind of issue?  caller: It's been flagged for suspicious activity and we need to verify some information to resolve the matter.  receiver: I'm not sure I understand. Can you tell me more about what's going on?  caller: Well, it appears that someone has been using your social security number to open fr",10.0,Impersonation,RED,scam,True,0.0,0.00010418891906738281,0.00010418891906738281,social security administration | suspicious activity | suspicious | fraudulent | confirm your | your identity,6,,social security administration | suspicious activity | suspicious | fraudulent | confirm your | your identity,
sample_026,,scam,"caller: Hello, my name is Officer Johnson from the Social Security Administration. We've been trying to reach you about a problem with your social security number. receiver: Oh, really? What kind of problem? caller: It's been suspended due to suspicious activity. I need to verify some information to reactivate it. receiver: Suspended? That sounds serious. Can you tell me more about the suspicious activity? caller: I'm not at liberty to disclose that information over the phone. But I need you to ",10.0,Impersonation,RED,scam,True,0.0,0.00010609626770019531,0.00010609626770019531,social security administration | suspicious activity | suspicious | verify your | confirm your | your identity,6,,social security administration | suspicious activity | suspicious | verify your | confirm your | your identity,
sample_027,,scam,"caller: Hello, is this Mr. Johnson? receiver: Yes, that's me. Who's calling? caller: My name is Officer David from the Social Security Administration. receiver: What can I do for you, Officer David? caller: We've had some suspicious activity on your social security number and we need to verify some information to ensure your account is secure. receiver: What kind of suspicious activity? caller: It appears someone has been using your number to open fraudulent accounts. We need to freeze your acco",10.0,Impersonation,RED,scam,True,0.0,0.00010275840759277344,0.00010275840759277344,immediately | social security administration | unusual activity | suspicious activity | suspicious | fraudulent | confirm your,7,,immediately | social security administration | unusual activity | suspicious activity | suspicious | fraudulent | confirm your,
sample_028,,scam,"caller: Hello, this is Officer Johnson from the Social Security Administration. We've been trying to reach you about a problem with your social security number. receiver: Oh, really? What kind of problem? caller: It's been flagged for suspicious activity and we need to verify some information to ensure your benefits aren't suspended. receiver: Suspended? That sounds serious. Can you tell me more about what's going on? caller: I'm not at liberty to disclose that information over the phone, but I ",8.0,Impersonation,RED,scam,True,0.0,0.00010037422180175781,0.00010037422180175781,social security administration | suspicious activity | suspicious | confirm your,4,,social security administration | suspicious activity | suspicious | confirm your,
sample_029,,scam,"caller: Hello, is this John? receiver: Yeah, that's me. Who's calling? caller: This is Officer James from the Social Security Administration. We've had some suspicious activity on your account and I need to verify some information. receiver: What kind of suspicious activity? caller: It appears someone has been using your social security number to open fraudulent accounts. Can you confirm your social security number for me? receiver: How did you get my number? Is this a real call or is it one of ",10.0,Impersonation,RED,scam,True,0.0,0.00010228157043457031,0.00010228157043457031,social security administration | suspicious activity | suspicious | fraudulent | confirm your | your identity,6,,social security administration | suspicious activity | suspicious | fraudulent | confirm your | your identity,
sample_030,,scam,"caller: Hello, is this Mr. Johnson? receiver: Yeah, that's me. Who's this? caller: My name is Officer Thompson from the Social Security Administration. We've had some suspicious activity on your account and I need to verify some information. receiver: What kind of suspicious activity? caller: It appears someone has been using your social security number to open credit accounts and make fraudulent purchases. We need to secure your account immediately. receiver: That sounds serious. How did you ge",10.0,Impersonation,RED,scam,True,0.0,0.00012373924255371094,0.00012373924255371094,immediately | social security administration | suspicious activity | suspicious | fraudulent | confirm your,6,,immediately | social security administration | suspicious activity | suspicious | fraudulent | confirm your,
sample_031,,scam,"caller: Hello, this is Officer Johnson from the Social Security Administration. We've been trying to reach you about a suspicious activity on your social security number. receiver: Oh, really? What kind of activity? caller: It appears that someone has been using your social security number to commit fraud. We need to verify some information to ensure your account is secure. receiver: That sounds serious. Can you tell me more about what's going on? caller: Yes, of course. But first, I need to con",10.0,Impersonation,RED,scam,True,0.0,0.00010180473327636719,0.00010180473327636719,social security administration | irs | suspicious activity | suspicious | confirm your | your identity,6,,social security administration | irs | suspicious activity | suspicious | confirm your | your identity,
sample_032,,scam,"caller: Hello, is this Mr. Johnson?  receiver: Yeah, that's me. Who's calling?  caller: My name is Officer James from the Social Security Administration. We've had some suspicious activity on your social security number and I need to verify some information with you.  receiver: Oh no, what kind of activity?  caller: It appears someone has been using your social security number to commit fraud. I need you to confirm your number so we can proceed with the investigation.  receiver: I'm not comforta",8.0,Impersonation,RED,scam,True,0.0,0.00010514259338378906,0.00010514259338378906,social security administration | suspicious activity | suspicious | confirm your,4,,social security administration | suspicious activity | suspicious | confirm your,
sample_033,,scam,"caller: Hello, is this John Smith? receiver: Yes, it is. Who's calling? caller: My name is Officer James from the Social Security Administration. We've had some suspicious activity on your account. receiver: Oh no, what kind of activity? caller: It appears someone has been using your social security number to commit fraud. We need to verify some information to ensure your account is secure. receiver: That sounds serious. What information do you need to verify? caller: Can you please provide me w",10.0,Impersonation,RED,scam,True,0.0,0.00010561943054199219,0.00010561943054199219,social security administration | suspicious activity | suspicious | verify your | your identity,5,,social security administration | suspicious activity | suspicious | verify your | your identity,
sample_034,,scam,"caller: Hello, my name is Officer Johnson from the Social Security Administration. We've been trying to reach you about a serious issue with your social security number. receiver: Oh, really? What's going on? caller: Well, our system has flagged your number as being involved in some suspicious activity. We need to verify some information to clear up the issue. receiver: Suspicious activity? Like what kind of activity? caller: I'm not at liberty to disclose that information over the phone, but I ",8.0,Impersonation,RED,scam,True,0.0,0.00010323524475097656,0.00010323524475097656,social security administration | suspicious activity | suspicious | confirm your,4,,social security administration | suspicious activity | suspicious | confirm your,
sample_035,,scam,"caller: Hello, this is Officer Johnson from the Social Security Administration. We've been trying to reach you about a problem with your social security number. receiver: Oh, really? What kind of problem? caller: It's been suspended due to suspicious activity. I need to verify some information to reactivate it. receiver: Suspended? That sounds serious. Can you tell me more about what's going on? caller: Yes, sir. It appears someone has been using your social security number for fraudulent activi",10.0,Impersonation,RED,scam,True,0.0,0.00010323524475097656,0.00010323524475097656,fraudulent activities | social security administration | suspicious activity | suspicious | fraudulent | verify your | confirm your | your identity,8,fraudulent activities,social security administration | suspicious activity | suspicious | fraudulent | verify your | confirm your | your identity,
sample_036,,scam,"caller: Hello, my name is Officer Johnson from the Social Security Administration. We've been trying to reach you about a serious issue with your social security number. receiver: Oh, really? What's going on? caller: We've had reports of suspicious activity on your account, and we need to verify some information to ensure your benefits aren't suspended. receiver: Suspended? That sounds serious. What kind of suspicious activity? caller: I'm not at liberty to disclose that information over the pho",10.0,Impersonation,RED,scam,True,0.0,0.0001010894775390625,0.0001010894775390625,immediately | social security administration | suspicious activity | suspicious | confirm your,5,,immediately | social security administration | suspicious activity | suspicious | confirm your,
sample_037,,scam,"caller: Hello, my name is Officer Johnson from the Social Security Administration. We've been trying to reach you about a problem with your social security number. receiver: Oh really? What kind of problem? caller: It's been flagged for suspicious activity and we need to verify some information to ensure your benefits aren't suspended. receiver: Suspicious activity? Like what? caller: We can't disclose that information over the phone, but I can assure you it's very serious. Can you please confir",8.0,Impersonation,RED,scam,True,0.0,0.00011277198791503906,0.00011277198791503906,social security administration | suspicious activity | suspicious | confirm your,4,,social security administration | suspicious activity | suspicious | confirm your,
sample_038,,scam,"caller: Hello, my name is Officer Johnson from the Social Security Administration. We've received a report that your social security number has been compromised and is being used for fraudulent activities.  receiver: Oh no, that sounds serious. Can you tell me more about what's going on?  caller: Yes, of course. Our system shows that your social security number has been linked to several suspicious transactions. We need to verify your information to ensure your identity and protect your benefits",10.0,Impersonation,RED,scam,True,0.0,0.00012922286987304688,0.00012922286987304688,your social security number has been | fraudulent activities | social security administration | suspicious | fraudulent | verify your | confirm your | your identity,8,your social security number has been | fraudulent activities,social security administration | suspicious | fraudulent | verify your | confirm your | your identity,
sample_039,,scam,"caller: Hello, this is Officer Johnson from the Social Security Administration. We've been trying to reach you about a serious issue with your social security number.  receiver: Oh, really? What's going on?  caller: It's been flagged for suspicious activity and we need to verify some information to resolve the issue.  receiver: Suspicious activity? Like what?  caller: We can't disclose that over the phone, but I assure you it's very serious. Can you please confirm your social security number so ",8.0,Impersonation,RED,scam,True,0.0,0.00013828277587890625,0.00013828277587890625,social security administration | suspicious activity | suspicious | confirm your,4,,social security administration | suspicious activity | suspicious | confirm your,
sample_040,,scam,"caller: Hello, my name is Officer Johnson from the Social Security Administration. We've been trying to reach you about a serious issue with your social security number. receiver: Oh, really? What kind of issue? caller: Well, it's been suspended due to suspicious activity. We need to verify some information to reactivate it. receiver: Suspended? That sounds serious. Can you tell me more about this suspicious activity? caller: I'm not at liberty to disclose that information over the phone. But I ",8.0,Impersonation,RED,scam,True,0.0,0.0001068115234375,0.0001068115234375,social security administration | suspicious activity | suspicious | confirm your,4,,social security administration | suspicious activity | suspicious | confirm your,
sample_041,,scam,"caller: Hello, is this Mr. Johnson? receiver: Yes, it is. Who's calling? caller: My name is Officer James from the Social Security Administration. How are you today? receiver: I'm fine, thank you. What can I do for you? caller: We've been trying to reach you about a serious issue with your social security number. It's been suspended due to suspicious activity. receiver: Suspended? What kind of activity? caller: We've had reports of fraudulent accounts being opened in your name. We need to verify",10.0,Impersonation,RED,scam,True,0.0,0.00010395050048828125,0.00010395050048828125,social security administration | suspicious activity | suspicious | fraudulent | verify your | confirm your | your identity,7,,social security administration | suspicious activity | suspicious | fraudulent | verify your | confirm your | your identity,
sample_042,,scam,"caller: Hello, my name is Officer Johnson from the Social Security Administration.  receiver: Oh, hi! What can I do for you?  caller: We've had a report of some suspicious activity on your social security number.  receiver: Suspicious activity? What kind of activity?  caller: We've had reports of someone trying to use your number to open up fraudulent accounts.  receiver: That's scary! What do I need to do to fix it?  caller: I'm going to need you to verify some information to ensure we can prot",8.0,Impersonation,RED,scam,True,0.0,0.00010275840759277344,0.00010275840759277344,social security administration | suspicious activity | suspicious | fraudulent,4,,social security administration | suspicious activity | suspicious | fraudulent,
sample_043,,scam,"caller: Hello, is this Mr. Johnson? receiver: Yes, it is. Who's calling? caller: My name is Officer Thompson from the Social Security Administration. We've been trying to reach you about a very urgent matter. receiver: What's going on? Is everything okay with my social security? caller: I'm afraid there's been some suspicious activity associated with your social security number. We need to verify some information to ensure your account is secure. receiver: What kind of suspicious activity? Can y",6.0,Impersonation,RED,scam,True,0.0,0.00010323524475097656,0.00010323524475097656,social security administration | suspicious activity | suspicious,3,,social security administration | suspicious activity | suspicious,
sample_044,,scam,"caller: Hello, this is Officer Johnson from the Social Security Administration. We've been trying to reach you about a serious issue with your social security number. receiver: Oh, really? What kind of issue? caller: Well, our system shows that your social security number has been compromised and is being used for fraudulent activities. We need to verify some information to resolve this matter. receiver: That sounds serious. Can you tell me more about what's going on? How did you find out my soc",10.0,Impersonation,RED,scam,True,0.0,0.00010371208190917969,0.00010371208190917969,your social security number has been | fraudulent activities | social security administration | fraudulent | confirm your | your identity,6,your social security number has been | fraudulent activities,social security administration | fraudulent | confirm your | your identity,
sample_045,,scam,"caller: Hello, my name is Officer Johnson from the Social Security Administration. We've been trying to reach you about a serious issue with your social security number. receiver: Oh, really? What seems to be the problem? caller: Your social security number has been compromised and is being used for fraudulent activities. We need to take immediate action to protect your identity. receiver: That sounds serious. Can you tell me more about what's going on? caller: Yes, of course. But first, I need ",10.0,Impersonation,RED,scam,True,0.0,0.00010323524475097656,0.00010323524475097656,your social security number has been | fraudulent activities | social security administration | irs | fraudulent | verify your | confirm your | your identity,8,your social security number has been | fraudulent activities,social security administration | irs | fraudulent | verify your | confirm your | your identity,
sample_046,,scam,"caller: Hello, my name is Officer Johnson from the Social Security Administration. We've been trying to reach you about a serious issue with your social security number. receiver: What's going on? caller: We've had reports of suspicious activity on your account and we need to verify some information to ensure your benefits aren't interrupted. receiver: Okay, what do you need to know? caller: Can you please confirm your social security number for me? receiver: I'm not comfortable giving that out ",8.0,Impersonation,RED,scam,True,0.0,0.00010132789611816406,0.00010132789611816406,social security administration | suspicious activity | suspicious | confirm your,4,,social security administration | suspicious activity | suspicious | confirm your,
sample_047,,scam,"caller: Hello, is this Mr. Johnson? receiver: Yeah, that's me. Who's this? caller: My name is Officer Thompson from the Social Security Administration. receiver: What can I do for you, Officer? caller: We've been trying to reach you about a very urgent matter regarding your social security number. receiver: Oh? What's going on with it? caller: It's been suspended due to suspicious activity. We need to verify some information to reactivate it. receiver: Suspended? That doesn't sound good. What ki",8.0,Impersonation,RED,scam,True,0.0,0.00010204315185546875,0.00010204315185546875,social security administration | suspicious activity | suspicious | confirm your,4,,social security administration | suspicious activity | suspicious | confirm your,
sample_048,,scam,"caller: Hello, is this Mr. Johnson? receiver: Yeah, that's me. Who's this? caller: My name is Officer Thompson from the Social Security Administration. receiver: What can I do for you, Officer Thompson? caller: We've been trying to reach you about a very urgent matter regarding your social security number. It's been suspended due to suspicious activity. receiver: Suspended? That sounds serious. Can you tell me more about what's going on? caller: Yes, of course. It appears that someone has been u",10.0,Impersonation,RED,scam,True,0.0,0.00010800361633300781,0.00010800361633300781,social security administration | suspicious activity | suspicious | confirm your | your identity,5,,social security administration | suspicious activity | suspicious | confirm your | your identity,
sample_049,,scam,"caller: Hello, this is Officer Johnson from the Social Security Administration. We've been trying to reach you about a serious issue with your social security number. receiver: Oh, really? What's going on? caller: It appears that your social security number has been compromised and is being used for fraudulent activities. We need to verify some information to resolve the issue. receiver: That sounds scary. What kind of fraudulent activities? caller: We can't disclose that information over the ph",10.0,Impersonation,RED,scam,True,0.0,0.00010418891906738281,0.00010418891906738281,your social security number has been | fraudulent activities | social security administration | fraudulent | confirm your,5,your social security number has been | fraudulent activities,social security administration | fraudulent | confirm your,
sample_050,,scam,"caller: Hello, this is Officer Johnson from the Social Security Administration. We've had a report of suspicious activity on your social security number and we need to verify some information to protect your identity.  receiver: Oh, really? What kind of suspicious activity?  caller: Well, it appears that someone has been using your social security number to open credit accounts and make fraudulent purchases. We need to confirm your identity to stop this activity.  receiver: That sounds serious. ",10.0,Impersonation,RED,scam,True,0.0,0.0001010894775390625,0.0001010894775390625,social security administration | suspicious activity | suspicious | fraudulent | confirm your | your identity,6,,social security administration | suspicious activity | suspicious | fraudulent | confirm your | your identity,
sample_051,,safe,"caller: Hi, I'm calling from XYZ Delivery Services. I just wanted to confirm that your package will be delivered today between 2-4 PM. receiver: Oh, really? What's the package about? caller: It's a parcel you ordered from Amazon. The tracking number is #1234567890. receiver: That sounds suspicious. How did you get my phone number? caller: We got it from the shipping label. Is this not the correct number? receiver: Yeah, it's correct. But how do I know you're not a scammer trying to steal my pers",8.0,Urgency,RED,scam,False,0.0,0.00011110305786132812,0.00011110305786132812,call us back | amazon | suspicious,3,call us back,amazon | suspicious,
sample_052,,safe,"caller: Hi, I'm calling from XYZ Delivery Service. I just wanted to confirm that you received your package that was supposed to be delivered yesterday. receiver: Oh, yeah. I got a package. But can you tell me what's in it? caller: Let me check. Okay, it says here that you received a new laptop. receiver: That's weird. I didn't order a laptop. caller: I apologize for the confusion. Can you please provide me with your order number so I can look into this further? receiver: Wait, how did you get my",0.0,Safe,GREEN,safe,True,0.0,9.465217590332031e-05,9.465217590332031e-05,,0,,,
