sample_id,source_file,true_label,transcript,risk_score,category,traffic_light,predicted_label,correct,whisper_latency_s,llm_latency_s,total_latency_s,matched_patterns,pattern_count,strong_hits,medium_hits,error
sample_040,,scam,"caller: Hello, my name is Officer Johnson from the Social Security Administration. We've been trying to reach you about a serious issue with your social security number. receiver: Oh, really? What kind of issue? caller: Well, it's been suspended due to suspicious activity. We need to verify some information to reactivate it. receiver: Suspended? That sounds serious. Can you tell me more about this suspicious activity? caller: I'm not at liberty to disclose that information over the phone. But I ",10.0,Impersonation,RED,scam,True,0.0,0.00010395050048828125,0.00010395050048828125,social security number | verify some information | social security administration | suspicious activity | confirm your,5,social security number | verify some information,social security administration | suspicious activity | confirm your,
sample_041,,scam,"caller: Hello, is this Mr. Johnson? receiver: Yes, it is. Who's calling? caller: My name is Officer James from the Social Security Administration. How are you today? receiver: I'm fine, thank you. What can I do for you? caller: We've been trying to reach you about a serious issue with your social security number. It's been suspended due to suspicious activity. receiver: Suspended? What kind of activity? caller: We've had reports of fraudulent accounts being opened in your name. We need to verify",10.0,Impersonation,RED,scam,True,0.0,0.000102996826171875,0.000102996826171875,social security number | social security administration | suspicious activity | verify your | confirm your | your identity,6,social security number,social security administration | suspicious activity | verify your | confirm your | your identity,
sample_042,,scam,"caller: Hello, my name is Officer Johnson from the Social Security Administration.  receiver: Oh, hi! What can I do for you?  caller: We've had a report of some suspicious activity on your social security number.  receiver: Suspicious activity? What kind of activity?  caller: We've had reports of someone trying to use your number to open up fraudulent accounts.  receiver: That's scary! What do I need to do to fix it?  caller: I'm going to need you to verify some information to ensure we can prot",10.0,Impersonation,RED,scam,True,0.0,0.00010371208190917969,0.00010371208190917969,social security number | been compromised | verify some information | social security administration | suspicious activity,5,social security number | been compromised | verify some information,social security administration | suspicious activity,
sample_043,,scam,"caller: Hello, is this Mr. Johnson? receiver: Yes, it is. Who's calling? caller: My name is Officer Thompson from the Social Security Administration. We've been trying to reach you about a very urgent matter. receiver: What's going on? Is everything okay with my social security? caller: I'm afraid there's been some suspicious activity associated with your social security number. We need to verify some information to ensure your account is secure. receiver: What kind of suspicious activity? Can y",10.0,Impersonation,RED,scam,True,0.0,0.0001010894775390625,0.0001010894775390625,social security number | verify some information | social security administration | suspicious activity,4,social security number | verify some information,social security administration | suspicious activity,
sample_044,,scam,"caller: Hello, this is Officer Johnson from the Social Security Administration. We've been trying to reach you about a serious issue with your social security number. receiver: Oh, really? What kind of issue? caller: Well, our system shows that your social security number has been compromised and is being used for fraudulent activities. We need to verify some information to resolve this matter. receiver: That sounds serious. Can you tell me more about what's going on? How did you find out my soc",10.0,Impersonation,RED,scam,True,0.0,0.00010085105895996094,0.00010085105895996094,your social security number has been | fraudulent activities | social security number | been compromised | verify some information | social security administration | confirm your | your identity,8,your social security number has been | fraudulent activities | social security number | been compromised | verify some information,social security administration | confirm your | your identity,
sample_045,,scam,"caller: Hello, my name is Officer Johnson from the Social Security Administration. We've been trying to reach you about a serious issue with your social security number. receiver: Oh, really? What seems to be the problem? caller: Your social security number has been compromised and is being used for fraudulent activities. We need to take immediate action to protect your identity. receiver: That sounds serious. Can you tell me more about what's going on? caller: Yes, of course. But first, I need ",10.0,Impersonation,RED,scam,True,0.0,0.00010204315185546875,0.00010204315185546875,your social security number has been | fraudulent activities | social security number | been compromised | verify some information | social security administration | irs | verify your | confirm your | your identity,10,your social security number has been | fraudulent activities | social security number | been compromised | verify some information,social security administration | irs | verify your | confirm your | your identity,
sample_046,,scam,"caller: Hello, my name is Officer Johnson from the Social Security Administration. We've been trying to reach you about a serious issue with your social security number. receiver: What's going on? caller: We've had reports of suspicious activity on your account and we need to verify some information to ensure your benefits aren't interrupted. receiver: Okay, what do you need to know? caller: Can you please confirm your social security number for me? receiver: I'm not comfortable giving that out ",10.0,Impersonation,RED,scam,True,0.0,0.00010037422180175781,0.00010037422180175781,social security number | verify some information | social security administration | suspicious activity | confirm your,5,social security number | verify some information,social security administration | suspicious activity | confirm your,
sample_047,,scam,"caller: Hello, is this Mr. Johnson? receiver: Yeah, that's me. Who's this? caller: My name is Officer Thompson from the Social Security Administration. receiver: What can I do for you, Officer? caller: We've been trying to reach you about a very urgent matter regarding your social security number. receiver: Oh? What's going on with it? caller: It's been suspended due to suspicious activity. We need to verify some information to reactivate it. receiver: Suspended? That doesn't sound good. What ki",10.0,Impersonation,RED,scam,True,0.0,0.00010585784912109375,0.00010585784912109375,social security number | verify some information | social security administration | suspicious activity | confirm your,5,social security number | verify some information,social security administration | suspicious activity | confirm your,
sample_048,,scam,"caller: Hello, is this Mr. Johnson? receiver: Yeah, that's me. Who's this? caller: My name is Officer Thompson from the Social Security Administration. receiver: What can I do for you, Officer Thompson? caller: We've been trying to reach you about a very urgent matter regarding your social security number. It's been suspended due to suspicious activity. receiver: Suspended? That sounds serious. Can you tell me more about what's going on? caller: Yes, of course. It appears that someone has been u",10.0,Impersonation,RED,scam,True,0.0,0.00010561943054199219,0.00010561943054199219,social security number | verify some information | social security administration | suspicious activity | confirm your | your identity,6,social security number | verify some information,social security administration | suspicious activity | confirm your | your identity,
sample_049,,scam,"caller: Hello, this is Officer Johnson from the Social Security Administration. We've been trying to reach you about a serious issue with your social security number. receiver: Oh, really? What's going on? caller: It appears that your social security number has been compromised and is being used for fraudulent activities. We need to verify some information to resolve the issue. receiver: That sounds scary. What kind of fraudulent activities? caller: We can't disclose that information over the ph",10.0,Impersonation,RED,scam,True,0.0,0.00010442733764648438,0.00010442733764648438,your social security number has been | fraudulent activities | social security number | been compromised | verify some information | social security administration | confirm your,7,your social security number has been | fraudulent activities | social security number | been compromised | verify some information,social security administration | confirm your,
sample_050,,scam,"caller: Hello, this is Officer Johnson from the Social Security Administration. We've had a report of suspicious activity on your social security number and we need to verify some information to protect your identity.  receiver: Oh, really? What kind of suspicious activity?  caller: Well, it appears that someone has been using your social security number to open credit accounts and make fraudulent purchases. We need to confirm your identity to stop this activity.  receiver: That sounds serious. ",10.0,Impersonation,RED,scam,True,0.0,0.00010037422180175781,0.00010037422180175781,social security number | verify some information | social security administration | suspicious activity | confirm your | your identity,6,social security number | verify some information,social security administration | suspicious activity | confirm your | your identity,
